reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AXP7888CP2222,B005CERXFO,RTX,"[0, 0]",Nothing Fancy. Snug Fit for my Mic. Kinda of thin compared to others that I have seen. Bought extras in case others wanted to use my Mic.,3,Does the Job,1390262400,"01 21, 2014"
A3LNNEYLGGCO25,B005CX4GLE,Hans R,"[1, 1]","I've got three of these to hold an acoustic, a mini strat, and a jazzmaster .... while I had no doubts about their capacity to hold the former I was somewhat leary about the later (it's quite a bit heavier than the other two) but after putting some weight on it and it not coming apart I have been trusting it ...Do Not fix these directly into drywall with the screws provided though they seem awfully small for the weight of a full-size electric (and I have my doubts about those plugs), the hanger will hold but the drywall might not, get some good wall anchors at your local hardware store rated for at least the weight of your instrument. I used a different setup, #10 philips (slotted round heads would have actually been better) to fix them to a nice piece of 3/4 x 6 x 6 pine and screwed that into the studs with some 2.5"" #12 screws. Needless to say it's not going anywhere. As a bonus of this scheme even the acoustic hangs free of the wall.OK, one month later and nothing has come down so clearly they work fine even for something as heavy as a Jazzmaster.",3,Ok but a bit flimsier than expected.,1391299200,"02 2, 2014"
A2AC3WEXSIOQQ7,B005CX4GLE,Kevin Messerschmidt "kainos","[3, 4]","What makes it fit all guitars is that the prongs rotate independently. If you have a standard size guitar neck, don't bother with that. I would have preferred something that was stationary that I could just stick the guitar in. As it is I have to jiggle and align it a bit, using 2 hands sometimes, which will be annoying after awhile. If I buy another it would be a standard hanger.",3,Not bad,1358294400,"01 16, 2013"
A2KJY8BRDP8RZP,B005CX4GLE,Mark A Williamson,"[0, 0]","This is very nice holder which holds my guitar in an accesible but safe from scratching place.  the mount screws were too low of quality to use though, I went and got my own mount screws (was able to use black ones that matched - better) as these did not work that well and I did not want to trust my expensive guitar to them.",3,Very good holder,1398643200,"04 28, 2014"
A3NRNJN4GAQ2V6,B005DVF15A,RICHARD A DINSMORE,"[0, 0]","Cool design, makes a big difference in you audio. Even careful hand tightening will break the thumbscrew. Screw is actually two pieces (wtf?) of worlds crappiest pot metal.  Supposedly a new tightener design is on the way.",3,"Built like a tank, great mount with a .02 cent thumbscrew that breaks easily.",1394323200,"03 9, 2014"
AG1ZYSLKQCLMD,B005E0CPNG,Jon S,"[0, 0]",This bag is super cheap and flimsy with almost no protection for your guitars at all but since it's reflected in the cost.,3,Cheap thin bag,1393200000,"02 24, 2014"
A1MAQQXJZTMSKT,B005E0CPNG,TWM,"[0, 0]",I recently purchased a Epiphone EB-3 bass and it didn't come with a case/bag. So when I found this one and decided for the price it was worth the try. It is VERY thinly padded not much more then a dust cover really. Not to mention that it has issues fitting a side by side into the bag but inlines seem to fit just fine. All in all it's an okay bag but only if you have an inline and don't want much padding.,3,Not for side by sides.,1387152000,"12 16, 2013"
A22Z554ZQ8NFPC,B005FIFM14,AF "Whigs","[2, 3]","This is a pretty nifty item and it does just what it says very easily.  Get one of these and you'll soon have guitar picks coming out of your ears.  My only issue is that a pick punched from, say, an old credit card isn't going to replace my favorite picks.  It's a great idea, it's executed very well, no issues with the product itself, but I find that it's not incredibly useful to me.If you're not particularly picky (no pun intended) then one of these will supply you with picks for a lifetime.",3,Pretty cool!,1373241600,"07 8, 2013"
AZCP5P3BARLS5,B005FKF1PY,Da Bean "Da Bean","[0, 0]","I put this on my mandolin.  This does not work as well as some others I have tried, but the other one I was using broke very easily, so I looked for a different, more sturdy design.  This works OK.  Not the greatest, but OK.",3,Skinny profile which is nice,1397606400,"04 16, 2014"
A2MVPY9XVYST9H,B005FKF1PY,D_Strasse "D_Strasse","[47, 51]","This is a decent to good little tuner, but there are some drawbacks to it.  Also, I have the otherPlanet Waves Chromatic Headstock Tunerto compare this one to.  Here are the pros and cons of this tuner as I see them:Pros:- Super compact.  Virtually invisible from the front of the guitar.- Adjustable frequency settings.- Top load battery.  No need to unclip from the headstock to load in a fresh battery.Cons:- Awkward in use when not used on a inline six tuning peg headstock.  I have a Gibson Les Paul and this tuner is awkward to use with it.- Less gradation in setting than other tuners.  The gradiation bars are thicker and fewer in number, giving less of a sense of how close you are to a perfect tuning.Debatable:- Clip mechanism: Not spring loaded.  This means that this unit is really designed to stay clipped to your guitar.- One battery: This unit takes only one battery versus two with the other.When it boils down to it, I prefer my old planet waves tuner.  It seems more accurate to me with the finer gradations (though both units gave roughly the same results when tuning - using both at the same time) and I like the ability to clip it on and off in a hurry.  In fact I can easily recommend that tuner, main drawback is that that one eats batteries)This tuner is more catered to Fender-style headstocks for players that plan on leaving the tuner clipped on.  For those players, bump up this review to 4 or 4 and half stars.  For others, I highly recommend the other planets waves tuner linked to in this review.",3,"Compact, decent tuner",1319587200,"10 26, 2011"
A1JJ61UV88EAP5,B005FKF1PY,Eric Leberg,"[1, 1]","As a musician I'm in search of many perfect things including the perfect tuner.  I got the package of two.  Unfortunately, the first one died a quick and sudden death.  A new battery didn't resurrect it.  I couldn't find the other one, because they're small and black.  I finally did find it, and have used it several weeks on my Guild Acoustic, and it works nicely so far. In fact, it works really nice.  If you are concerned about stage appearance, this is virtually invisible to anyone watching or videotaping the gig, a plus because it's pretty small but big enough to read.  At the cheap price, it wasn't worth my time to try returning the first one.  I just decided to eat the loss.  I'm crossing my  fingers hoping this one will last.  If you are playing a really nice, (collectible) guitar, be cautious because these tuners, (and capos too,) can damage the finish permanently. I use a tuner on my Gibson Johnny Smith while I play but always take it off when I'm done playing.",3,Tuners tuners tuners,1403568000,"06 24, 2014"
A3AOPVQ7EZHTWA,B005FKF1PY,frankp93 "frankp93","[20, 22]","The NS Mini chromatic headstock tuner quickly recognized twelve pitches across a multi-octave range of electric bass, guitar and mandolin. The accidentals appear as sharps or flats toggled using the alternate functions of the frequency button.The tuner's view window is slightly larger than a Chiclet but brightness and resolution are fine for dimly-lit spaces.  One thing that's less than ideal is the charcoal color of the tuner itself. If you've ever dropped stuff on dark stages you know what I mean. I'd wager the back of most headstocks skew to lighter tones than darker, so if discretion is what the manufacturer is emphasizing, a lighter color may work better.The notes appear red when out of tune; their color changes to green as a `rough marker'.  You then continue fine tuning using the vertical bars that appear on both sides of the note.  They've gone to lengths to make the tuner stage-friendly, but I'd much prefer the green color mean ` fine tuned and done'.  That way I can look from a distance. I should only have to bother with the bars if I'm struggling to home in (and in my experience that's the exception rather than the rule and usually caused by: new strings, slack under the bridge pins, a slipping tuner, etc.  Mid-life strings tend to stretch and loosen predictably, so long as you don't use a lot of altered tunings.The NS is designed to be clipped discretely to your instrument headstock and viewed from the back. I'm a lefty and, unlike some other tuners, I appreciate the swiveling base that allows me to view the screen right-side up.The viewer doesn't extend far above the headstock surface and felt a bit cramped on my L4 with large New Yorker-style tuners.  On headstocks with more bare wood like a Strat, or even my A-style mandolin, it was easier to find a comfortable spot for viewing that didn't obstruct my hand while turning keys.At first I didn't like the ratchet clamp that attaches to the headstock. I could attach the tuner with one hand by squeezing the clamp tight but it felt like I needed two to remove it: one to press the release and another to pull the clamp out. After a little practice, however, I found this wasn't the case and the touch required isn't difficult at all.The tuner's constructed in a high-impact composite, similar to those parachute-style clamps you see on backpacks. It feels durable and very unlikely to break, although I didn't try stomping on it.I was impressed the battery comes uninstalled in a separate small bag.  The battery door has a concave slot for easy opening with a pick or a coin. The tuner has an auto-shutoff function to preserve battery life.The power and frequency buttons are just nibs really; I'd prefer they be larger with more surface and a bit of click to them. The tuner can be calibrated in integer steps from 430 to 450 if 440 doesn't work for you.One advantage of a chromatic tuner is you can tune to a chord and aren't limited to (usually) diatonic open strings.  For myself, I only use tuners to set the pitch of one string, usually the low A for guitar or bass and low G for mandolin. In my opinion, tuning a fretted instrument completely by open strings is only slightly better than tuning it completely with harmonics - and neither does the job well. Intonation is subject to a bunch of variables: string action and thickness, neck relief, fret condition, nut and bridge condition.Once I have a single string to pitch I match fretted and open string unisons and octaves. After a while you learn which combination works best for each instrument.I used to love staring at those Pignose-sized 'strob-a-tuners' sitting on amps and never faulted a musician who took their time to tune accurately (I wish many more did). I'm not quite sure how we went from, 'We tune because we care' to 'I'm so embarrassed to be standing here tuning I hope no one notices', but the NS Mini Headstock tuner - questionable design choices and all - does what it says with a minimum of fuss.",3,"Detects Pitch Well, But Could Be Friendlier to Use",1319587200,"10 26, 2011"
AZ9KESC05F6RI,B005FKF1PY,Gery Sasko "Gery Sasko","[0, 0]",I want to like this more but it's not as good as my other tuners. Tuning calibration on the meter seems skittering to me making it a little difficult and not. As easy as the little round ones from Snark. I like those better and they're cheaper.,3,Not great,1386460800,"12 8, 2013"
A2E2KYE92LF0T7,B005FKF1PY,Joe McParland,"[0, 0]","I thought to try this tuner after my gig bag decided to break my Snark SN-2's neck (fragile plastic socket of the ball & socket joint bent with stress). Functionally, I prefer the SN-2, which seems to do slightly more sample averaging while remaining responsive, displaying less &#34;bounciness.&#34; I also prefer the SN-2 display. However, there's *a lot* to be said about the small form factor, which I can leave on the headstock without risk of damage. Now I keep an NS on each of the mandolins that travel with me and I keep a Snark clipped to the music stand at home.",3,"Good function, better form-factor",1395964800,"03 28, 2014"
A1XEX009ZR6WXG,B005FKF1PY,John Ferrell,"[0, 0]","It stays out of the way on my guitar, however, be aware that the mounting tab gets a little loose.  I am going to try glue to keep it holding its grip.",3,Stays hidden,1403136000,"06 19, 2014"
AWBZIK5JYWB5J,B005FKF1PY,Kevin,"[1, 2]","This guy is great if you want to mount it on your guitar without a big clip-on gizmo that people see easily. Downside is that it is so small it's hard to tell what button you are pushing and it's not terribly easy to turn off and on (Do I push again? Push and hold?). Also, the screen to read if you are in tune is so small that sometimes judging how close you are to being in tune is hard. This being said, it's a nice tuner and stays on. Also, I should point out that while it does clip on, it's not as easy to move from one instrument to the other as some other tuners.",3,"Really small, but a bit challenging to use",1329264000,"02 15, 2012"
APH7O58XJXKPT,B005FKF1PY,Michael W.,"[0, 0]","I bought the two pack and I've found them both to be a bit finicky. Sometimes they turn on right away and other times you have to click the button a couple times to get it to light up. When they're on and working they work well and I like the small size and tight profile against the headstock, I just wish they were a little more reliable.",3,"D'Addario NS Micro Clip-On Tuner, 2 pack",1393891200,"03 4, 2014"
A3PGQWCSJPCYDH,B005FKF1PY,Minh Pham,"[0, 0]","Seems like it draws current, even when it's OFF. I have two guitars, and this thing stays with one guitar. I make sure to turn this tuner OFF before putting the guitar away, and when I get around to playing the guitar again (7 to 10 days later), the battery is already drained. This happened at least three times already. The tuning is slightly off from an inline tuner that I have to compare against. I don't know which one is more accurate. The good thing is it's very convenient to have almost instant reading when you need it. I probably won't buy again for my other (and future) guitars.",3,Goes through batteries too fast,1365465600,"04 9, 2013"
A1A15ECLHM9BQY,B005FKF1PY,Nick,"[1, 1]","I tried this after I lost my planet waves ns design mini tuner. Not sure if I lost it at a gig, or my three-year-old son got his hands on it, I'd bet the latter.This micro tuner is smaller and lessobtrusive than the mini, which is nice. That's about the only Pro. There are a few other features I guess, like being able to select the instrument used, but I don't need that.Cons: The readout is smaller, duh, but does not seem to be as bright. I play a lot of outdoor weddings, in bright sun, and this one is much harder to read than the mini.This micro tuner does not seem to tune as responsively as the mini. As you move closer to In tune, the bars do not smoothly move towards the center, so it's easy to over or under tune, and can take a few more seconds then the mini to get the job done. And those seconds can count when a bride is waiting for you to play her song to walk down the aisle and you're trying to get your tuning absolutely perfect. I'm also trying to tune my semi-acoustic guitar as quietly as possible, so using my ear for fine tuning is not a viable option.Does it get the job done? Yes. But there is a product that's almost the same size that works a little better, for a negligible price difference. It might even be cheaper. If you're a beginner and want to select the instrument you're tuning and a few extra seconds isn't an issue, or you play in dark environments and don't need a super bright readout, this will be fine, but I will be going with the mini when I buy a new one.",3,Not as good as mini tuner,1379548800,"09 19, 2013"
A27L5L6I7OSV5B,B005FKF1PY,Otto Correct,"[4, 5]","I'll be upfront and honest right away and say that I'm not the biggest fan of headstock tuners.  I love the idea, but usually I feel the execution leaves a bit to be desired.  But when this popped up on my Vine newsletter I thought I'd give it a go and see if this one fixed any of the things I don't like about the other ones (*COUGH*snark*COUGH*).A little background first, I guess.  I've been playing guitar for the last 9 years, and I currently have two other tuners.  I have a little Korg plug in type,  where you can have it pick up your signal with an instrument cable or just use the microphone on the front to tune up.  I also have a Boss TU-3 pedal tuner.  If I'm jamming with friends or playing a show, the TU-3 is what I'll use to stay in tune.  Its very durable and accurate, and I like how I can step on it to engage both the tuner and cut out my guitar signal, so I can tune in silence and not annoy my friends and/or the audience.  For home practice I use the Korg, as I usually tune up before I start playing, then just plug into my practice amp and blast away.  The Korg is nice and accurate, easy enough to use for alternate tunings, and in 9 years of having it around (including in and out of jam sessions before buying the TU-3) I've only had to buy one replacement.I first saw a headstock tuner a year ago when a friend went to get an electronic tuner and the guy at the guitar store talked him into that blue Snark that everyone seems to have these days.  He was not incredibly pleased with it.  Not only was it somewhat garish to have a big blue ball sitting on your headstock, it seemed kinda flimsy to me and it wasn't exatly easy to tune up with it.  While I thought the idea of having a tuner that worked off the resonation of your guitar would be cool, it seemed like the design had a bit of a ways to go before it was something I'd want on my headstock.Enter this Mini Headstock Tuner by Planet Waves.  Does it fix the problems that made the Snark so unappealing to my friend and me?1.  Accuracy:  It does seem to tune accurately, that's a good thing, and it already puts this ahead of the Snark.  Its not easy to use for alternate tunings however, so do keep that in mind.  Also, the letters take some getting used to, as they use that kind of chunky LCD block style that you find on some DVD players.  Not a huge complaint, but it isn't as idiot proof as my Korg or TU-3.2.  Looks/Ease Of Use:  It's quite a bit more subtle than the Snark, able to hide behind your headstock, which is quite preferable to having a blue ball sitting on the end of your guitar.  The only problem with it hiding behind the back of your headstock is if you have a Les Paul style headstock where you have three tuners on each side, you may have trouble finding a spot where the tuner actually fits and can be seen.  My LP copy has the larger Grover tuners so my only choice is on the very end of the headstock.  I wear my guitar fairly low, so I was able find an area where I can see it from the top down, but those who sling it a bit higher might be outta luck.  Those with Fender style headstocks should have no problem, though, it'll work great for them.  Also, it is plenty bright, so seeing it well enough is not going to be an issue.3.  Durability:  This is where the main drawback to these types of tuners are.  The Snark is very easy to break, as it rests on a small ball joint.  This Planet Waves mini isn't going to lose its head too easy, but the ratcheting clip is made of plastic and I don't expect it to hold up under too much use.  The tuner itself is made of fairly light duty plastic too, so as nice as it would be to keep this in your pocket on the way to a jam session, I still think it would be easy enough to break.  I haven't had it long enough for this to happen yet, so I can only give you my initial impressions.  Let's just say this, I'd never gig with this guy as my only tuner.  Its obviously not going to be rugged enough for that type of use.All in all, it is a better headstock choice than the Snark.  However, headstock tuners as a whole still have a ways to go before they're gonna work for everyone.  Anyone who gigs often would be better off getting some kind of pedal tuner (I personally suggest a Boss TU-2 or TU-3 or a Korg Pitchblack).  I know they're more expensive, but you'll be happier off in the long run.  Those looking for a convenient way to tune up between songs during a jam session, this is a nice option.  But it may not hold up forever.I'll probably stick to my TU-3 and my Korg plug in, but as headstock tuners go, this is nicer than most.",3,"Its good for what it is, but they're not great yet...",1319587200,"10 26, 2011"
ALHC64J88LVWO,B005FKF1PY,Wayfinder,"[0, 0]","This is a product that is unique, tiny and would be very useful-- if it were more accurate.  The problem is it's just not responsive enough.  To get it to work one has to place it low on the headpiece (next to the nut) and strum a string pretty loud for a consistent register.  Placing it at the top of the headpiece it simply doesn't pick up enough string vibration to register well.The problem with placing it next to the nut is that it then makes it impossible to hang the guitar on a wall-mount guitar hanger.  That may seem like a small issue... but not if you use such a device regularly (as many home-players do).  Myself, I have 5 guitars hanging on my living room wall.That doesn't make this valueless.  You can always clip it on the top of the headpiece and then move it when you're ready to tune.  Thus I give it 3 stars.  However there are other more responsive tuners, such as the capo-tuners we've seen on Amazon lately.  They're about the same price (actually, the capo tuners are a bit less-expensive) but I've found the capo-tuners to be considerably more responsive.So bottom line, I'm not impressed.  These aren't an expensive tuner comparatively speaking, and that's good.  But they' really don't do all that great a job.  They're unresponsive enough that I honestly think a person might break a string before realizing the tuner isn't responding to the current string pluck.Note to Ovation guitar players:  this is not the clip-on tuner for you.  There's simply no place to clip it.  Fortunately my Ovation has built-in tuning, but if you have an Ovation Acoustic, you'll want a different tuner.",3,Interesting design but not nearly responsive enough,1386547200,"12 9, 2013"
A15WZCSME5X74S,B005FKF3N4,MAURICIO S TAVARES,"[1, 1]","It works and cleans the strings, but its durability is a little low, for about 2 months. I recommend Planet Waves String Cleaner if you plan to use a really good cleaner.",3,"Yes, it works, but not for too much time",1392681600,"02 18, 2014"
ADOSJR623FDF1,B005GZ86ZA,Jr Fentress "surfjimf","[0, 0]","While this hanger is not unattractive, and is well built I could and will modify it to better suit my needs.  The design of the hanger causes the neck of the &#34;uke&#34; to stand off of the wall 2+ inches at the head and 3-1/2 inches at the hanger itself and 3 inches at the base of the body.  This is not an easy fix but it is doable.",3,Stands out,1380153600,"09 26, 2013"
A3G6HCQFH5DE28,B005H2007E,Special K,"[0, 0]",Low strings do not get picked up very well but is ok if you are just strumming. For the price it is a good deal.,3,Get what you pay for,1389052800,"01 7, 2014"
A2HWUC980HM1NP,B005J2PXV0,UncleHammy "UncleHammy","[0, 0]","I wanted to try the Clayton Beehold picks to see if the hole would help me grip the pick better so that it doesn't rotate in my hand.The .80 pick is a little too heavy for my style of playing but the hole is a neat idea and did seem to help a bit, but I gave up on the pick pretty quickly due to the stiffness.",3,Good picks a little to heavy for my style,1372809600,"07 3, 2013"
A14Z9LAETO21KL,B005J9FS0Y,Gutjammer,"[0, 2]","It is well made and is very safe unless a drunk drummer knocks over your stand. I would prefer more tilt, but it serves the purpose. It's Also harder to use your iPad without holding it and having an arm rest. Very durable and light weight. If I had to do it over again, I would use a music stand instead. Someday I may use it on stage. It's made in Germany, so it could be taken into battle.",3,Mic stand iPad holder,1362096000,"03 1, 2013"
A1BW6F3GAM38XV,B005M0CK9M,An Engineer,"[0, 0]","So I agree that this pedal sounds good and the construction is very solid.However, I like to play at a substantially high volume for recording. To my surprise I hear radio noises. I tried different power supplies at different locations thru different amps and pedal boards.  Sadly the radio noise is present at high gain applications.this pedal sounds great nevertheless and worth the money. It is just you do really get what you pay for",3,This pedal sounds good but..,1378857600,"09 11, 2013"
A2IFKMKKXV8AVU,B005M0CK9M,Dan Dreifort "REVIEW-BOT-9000","[0, 0]","The price is great.The sound is good.The power jack, however, leaves a little to be desired.My standard Boss daisy chain power supply cable comes out of this pedal 10x easier than any other pedal.I've now secured it with tape, so it should be ok.Based on other reviews, my guess is that I just got a dud and that most of them are okay.",3,"Seems like a good pedal, but mine was kind of a dud.",1383696000,"11 6, 2013"
A3VG7F7SZUK87S,B005MR6IHK,Joshua S. Hill "je5u5freke","[0, 0]","I liked this tuner, the look, the size, the ease of use, the quality performance, until it died. I think what happened is I just left it on too long. My problem was that in order to turn the power off you have to hold the power button rather than simply pressing and releasing it. Since it died that first time, it doesn't seem to perform the same. I also haven't really paid much attention to it since it died because I sent another similar tuner in for replacement, and I got an acoustic guitar that has an on-board tuner and a tuner pedal for electric guitar.I wouldn't recommend against this product. Just remember to hold the power button to turn it off.",3,Battery Problems,1393891200,"03 4, 2014"
A1B3CNORXB1USI,B005NACC6M,kay bhee,"[3, 12]","allotoday went to the stores to TEST out the followingtascams...dr 05,  dr 07 mk2, and dr 40  and, for myself,ended up buying nothing...their differences for YOUR  ears...are....dr 05,  this is a good quality toy...NO line in...use its own mic, you will be ok  with this, for meetings, etc.NOT really that good for  music...can be done, but NOT as good..if you use ext mic...u wont be happy either...HIGH background HISS noise  relative to all 3.dr 07etc etc...only slightly better than 05...all else same...dr 40 was MUCH quieter in noise level...be it...in mic, ext mic or LINE inquite decent but costs you around 200 dollars...this can be used to ( semi ) record music too.so, testing on their own mics...that last one was far far better than the first two...for those wantingLINE in...means only that dr 40...however,my tests involved  checking  sound QUALITY  of bit more seriousLIVE recordings...took output from our  zoom r 24 recorder  and  output to the dr 40...upon comparing the resulting  CDs...a / mstr ed by the zoom r24 and print to cd,  vs...b / recorded dr40 printed to cd...the sound was Obviously better  with  a /no need to buy  any  a/d recorder attempt at this price level ,if one is looking for semi serious  Master recorder...my budget must be tripled at least...and then to go out to test some more !no cheap way, is there....for those curious, the whole idea has come from wanting to connect  2 units of zoom r24,  NOT wanting to use computer software,  taking the 4 outputs from these two into a clean mixer or analog sum box,  and getting them downto  2 channels, and finallly to some mastering digital recorder....hoping perhaps the tascam ss r100 or r200 MIGHT do the trick,in the tests to come....many thanks, and may your camels always have two humps !k",3,not too bad for talks or some quick music...  LINE IN too !,1351123200,"10 25, 2012"
ACY9QYNDFLVBI,B005OZE9SA,G. Farnsworth,"[129, 141]","I use this little guy in connection with my DAW and digital piano.  I run the piano sounds through balanced cables into the line-in ports for recording, and I also run VST intruments on my DAW that I trigger via USB MIDI from the piano and use this device for digital/audio conversion.  I listen through Sennheser HD 595 headhphones plugged in to this and I also have some studio monitors attached using balanced cables.I purchased this to upgrade from my previous audio interface, the Behringer UF0202.  That device worked quite well for this purpose as well but lacked two things: a volume knob, and balanced in/outs.  The volume knob thing I could work around, but my current monitors seem susceptible to ground loops (even with a ground lift plug), so I needed to go with balanced cables.  I'm glad I did.  The balanced cables completely eliminated my noise problems.  This was a good purchase.  However, I would say to anyone who doesn't need balanced cables and is on a budget that they should consider the Behringer.  It's a tiny fraction of the price and it works pretty well.  Further, it's class complaint so you don't have to use Behringer's drivers.  It's plug-and-play.I have some good things to say about the Focusrite Scarlett 2i2 (all about the hardware) and some bad things (all about the software).  I've tried using the driver version 2.1, which came with the disk, and the udpated 2.2, which I downloaded from Focusrite's website.To let you know what I need in an interface:1. Balanced stereo in/out2. High quality headphone amp3. Volume knobs for headphone amp and for the main line4. Good digital-to-analog conversion5. Low output latency (input latency not important to me)I don't use the Mic preamps, which is one of the big selling points of this device.================ The Good ====================This box is simple and well-designed.  It does what you want, has very convenient controls, and has high build quality.  I'm pleased with the digital-to-analog conversion.  It has a great big volume knob and another for the headphone amp.  It has switches so each input can be a line-in or microphone pre-amp.  It has a switch for zero-latency monitoring (of whatever is coming in).* The headphone amp was of particular concern for me.  I use headphones a lot and a poor headphone amp can be quite a problem.  The Behringer headphone amp was only ok.  Specifically, it has an output impedance of 50 ohms.  The rule of thumb for good headphone/amp matching is that the output impedance should be 1/8 the impedance of the headphones--my hd 595's have 50 ohms of impedance.  Breaking this rule you get distortions of the frequency response.  In my case mostly this meant attenuation of the bass.  Most manufacturers don't list their output impedance, possibly because they are embarrassed.  Anyway, Focusrite does, which is one reason I trust them a little more.  The output impedance is less than 10 ohms--respectable but not amazing.  Still not as low as I would need in principle but I can notice an improvement in the bass response in my headphones.  There's plenty of extra voltage here too, so I could drive higher impedance cans if necessary.  Anyway, good headphone amp.  Check.* Balanced ins and outs work very well,  The ins accommodates a 1/4 TRS style in and XLR.  The light around them shows when something's actually coming in and shines red when it's in danger of clipping.  There's lots of gain available.  I have them turned all the way down almost.  The outs are TRS style (balanced or unbalanced) and are located on the back.* I like the look of the box, with a red metal case, and the front and back are sturdy and attractive as well.* The USB cable is just a type B port.  This means you can replace it if it gets damaged or whatever.  The Behringer, for example, was hard-wired to its cable...king of annoying.* It's bus-powered.  I actually would have been fine with a wall-wart, but this is even more simple.I really have no complaints whatsoever about the hardware.===================== The Bad =========================The driver for this thing is horrible under Windows XP.  I have a clean installation with nothing installed except my DAW software, acrobat reader, and this driver.  I mean, my computer is really stripped down.  Performance using the Behringer was good.  The latency (time between playing a note and hearing it out the speakers) was 8 ms using the Behringer, which isn't really perceptible.Unfortunately the focusrite driver, though it's technically ASIO apparently, doesn't have anything like an acceptable latency.  The lowest latency I could set it at and get sound out instead of crackles and pops was 23 ms.  At that level the instrument begins to sound very sluggish and laggy.  It's very difficult, at least for me, to work with a large latency like that.I was ready to return this device when I decided as a last ditch effort to install ASIO4ALL.  That's sort of an ASIO driver to use if you absolutely cannot make the manufacturer's driver perform at a decent level.  I installed it and it worked.  The output latency was a tiny 4.3 ms (only .3 of which are actually output latency, so this is REALLY impressive).  I conclude that the hardware is very, very good in this machine, but the software is horrible.Unfortunately, you can't actually uninstall the focusrite driver because otherwise windows doesn't recognize the device and it never even turns on--it's not class compliant, unlike the Behringer.  So now I have two drivers for it installed, only one of which I use.The bad news is that this configuration is very buggy.  In general when I just turn the computer on and try and play my VST instrument, all I get is crackles and pops until I open the ASIO configuration panel and increase the buffer.  The funny thing is that it doesn't matter where the buffer starts out, I always have to increase it before I get any good sounds out.  I can start it out with a huge buffer--lots of latency--and it will crackle until I open it and increase the buffer yet more.  I have to do this every time I turn on the computer.  Also, sometimes if I leave it on for a while and come back, it will be crackly again until I increase it yet another step. We are talking about major bugs here.I decided to try ditching ASIO4ALL and trying to make the focusrite drivers work again--maybe there was a setting I was missing.  As I was trying to set the buffer size, I heard the sound of an explosion and then my computer rebooted.  When it came back I couldn't get good sounds out, even when I turned the buffer way up.  Tried rebooting a few more times, still didn't work.  So I uninstalled and re-installed the focusrite software.  At first it didn't work.  I had to install ASIO4ALL as well, and now I can sort of get sounds out of it, half the time.I hope you are getting the idea.  These drivers are terrible.  Awful.  A monkey could have written a better driver.  I would give it 1 star if it wasn't for the fact that the device works very, very well when all the stars align and the driver recognizes the drive and allows it to play.  I guess I'm willing to sacrifice convenience and stability for nice hardware when it works.  I would never use this in a live situation or when time is critical.The good thing about drivers is that they can update and fix them.  I'm hoping for that.  They have already revised the driver once, which is amazing because even the 2.2 driver is seriously an abomination, just like the 2.1.================ Closing Thoughts =======================Unfortunately, there really isn't a USB interface that has a good driver.  The Behringer driver always worked, but if you moved the interface from one USB port to the other, it was no longer recognized and you had to reinstall the driver.  However, you didn't have to use the Behringer driver and ASIO4ALL would give you 11 ms and perform without any complications.  That's about as trouble free as I've seen in this type of device.If you read about the Presonus Audiobox USB and the M-Audio Fast Track Pro (probably the two closest competitors to this focusrite), what you get is a bunch of comments just like this one...horrible, horrible drivers that never get fixed. Actually Mackie makes a competitor as well, the Onyx Blackjack--but the reviews of that show that the driver is possibly even worse than this one. Unfortunately none of the pro music manufacturers cares about their drivers, so we have to live with unstable systems that only work half the time.  Maybe it's better under mac.  I don't know.Interestingly, this is really the only USB 2.0 device in this range.  That's quite shocking considering how long the USB 2.0 standard has been around.  The only real implication of this is that the USB 1.1 devices like the M-Audio and Presonus can only do two channel 24/96 audio in OR out, not both at the same time.  There's not enough throughput in USB 1.1.So in light of the competition, the Focusrite looks kind of ok.  Unfortunately all audio interface manufacturers--at least in this range of device--think there's no need for good hardware and (especially) good software.  At least the hardware in this one is up to spec.  We can cross our fingers for improved drivers in the future.Bottom line: this is a fantastic, 5-star device...if you can make the software work consistently.If you are on a tight budget or don't care about balanced in/out, I'd recommend you go with the Behringer UCA202 or UFO2020.  They are tons cheaper, class complaint, and have better drivers.  If you use a high impedance headphone with it, even the headphone amp is pretty good on that one.================ Update May 2012 ==============A new version of the driver, 2.3, came out since the writing of the above.  The new driver actually works.  I have stopped using ASIO4ALL and I get decent latency.  Once in a while--not too often--it will inexplicably require me to edit the settings and increase the buffer, and some percentage of the time when I do that it will reboot my computer.  If I don't change anything, most of the time, it works ok.  I would never use this in a mission-critical setting (i.e., gigging or pro work), but for my home use, it's good enough now.  If you have issues with the driver, definitely update.",3,Excellent hardware--Horrible driver,1322179200,"11 25, 2011"
A1GXG8FTXEA72D,B005OZE9SA,Mustafa M.,"[0, 0]","Good sound, very very low noise (except on high gain), when switching to direct monitoring the output volume cuts to half, expensiveIf you're planing to record on computer, buy a USB mixer for the same price you'll get a lot of stuff and a mixerWorks with iOS if you have an external power supply (powered hub)",3,Good but expensive,1404864000,"07 9, 2014"
AOGJD9K1UN63X,B005PGGU9O,G. L. Simms,"[2, 2]",How far wrong can you go for $1.83? I can give these away to beginners that don't have a capo.If you really want a capo get a Keyser or other decent capo. They're only $20.,3,"Cheap option, but not quality",1384819200,"11 19, 2013"
